row_index,column,clean_value,dirty_value,error_type
177,IMEI,860000000001783,860000000001783x,混入字母
177,IMSI,460071000000177,,漏写
177,上网认证类型,9999,9999.0,数字格式错误
177,关联经度,106.417700,"106,417700",小数点误写
177,基站类型,3,,漏写
177,邮件中收件人信息,3191424785@qq.com,,漏写
178,IMSI,460081000000178,,漏写
178,上网认证帐号,auth_500178@access.example.cn,auth_500178@access.example.c,少写字符
178,基站编号,BS500000000179,BS50000000017,少写字符
178,截获时间,1773577144,1773577144x,混入字母
178,源IP,10.178.246.65,10.178.246.6,少写字符
178,源IPv6,240e:430:2a12:4695:20dd:37ff:fe92:5e07,,漏写
178,用户名,user_000179,user_000179_wrong,写错内容
179,IMEI,860000000001809,86000000000180,少写数字
179,IMSI,460091000000179,0000000000000,长度错误
179,上网认证类型,9999,,漏写
179,关联经度,106.417900,,漏写
179,基站类型,5,未知,值域错误
179,数据来源,124,124.0,数字格式错误
179,用户ID,13102661418046628,13102661418046628 wrong,分隔符误写
179,邮件中收件人信息,393172132@qq.com,393172132 at qq.com,邮箱格式错误
180,IMSI,460001000000180,0000000000000,长度错误
180,上网认证类型,9999,99999,重复录入
180,关联经度,106.418000,,漏写
180,基站类型,1,,漏写
180,源IPv6,2408:8463:c00:18a1:b4f4:b8ff:fece:7dd,24088463:c00:18a1:b4f4:b8ff:fece:7dd,少写分隔符
180,用户ID,13102662279315076,13102662279315076 wrong,分隔符误写
180,用户名,user_000181,user_00018,少写字符
180,邮件中收件人信息,1254440580@qq.com,1254440580 at qq.com,邮箱格式错误
181,上网认证帐号,auth_500181@access.example.cn,auth_500181@access.example.cn_wrong,写错内容
181,上网认证类型,9999,9999.0,数字格式错误
181,源IPv6,2409:8961:1fd3:2bd6:24b2:e9ff:fe3a:cbb,2409:::8961:1fd3:2bd6:24b2:e9ff:fe3a:cbb,格式错误
181,用户名,user_000182,user_000182_wrong,写错内容
181,邮件中收件人信息,244123485@qq.com,244123485@qqcom,少写符号
182,上网认证帐号,auth_500182@access.example.cn,auth_500182@access.example.c,少写字符
182,上网认证类型,9999,9999.0,数字格式错误
182,关联纬度,29.418200,,漏写
182,域名,mail2.example.cn,localhost,域名不完整
182,数据来源,124,未知,值域错误
182,源IP,10.182.24.117,,漏写
182,源IPv6,2409:8961:5c03:4a48:c65a:9c3d:d421:b87e,2409:::bad-ipv6,值域错误
182,用户ID,13102661370280317,1310266137028031,少写字符
182,邮件中发件人信息,noreply@h5.hilton.com,noreply@h5hilton.com,少写符号
183,IMEI,860000000001841,860000000001841x,混入字母
183,上网认证帐号,auth_500183@access.example.cn,auth_500183@access.example.c,少写字符
183,关联经度,106.418300,,漏写
183,域名,mail3.example.cn,localhost,域名不完整
183,源IP,10.183.31.130,10.183.31.13,少写字符
183,邮件中收件人信息,554695008@qq.com,unknown@example,域名不完整
184,上网认证类型,9999,未知,值域错误
184,关联纬度,29.418400,29.4184,精度缺失
184,截获时间,1773546464,1773546464x,混入字母
184,源IPv6,2409:8961:5c37:3073:189c:d7dc:6e09:7ea,,漏写
184,用户ID,13102663919346676,,漏写
185,域名,mail5.example.cn,mail5example.cn,少写符号
185,基站编号,BS500000000186,BS500000000186_wrong,写错内容
185,截获时间,1773533796,,漏写
185,源IP,10.185.45.156,999.999.999.999,值域错误
185,源IPv6,2409:8d60:104c:95eb:a4e9:b4c4:828f:f87a,2409:::bad-ipv6,值域错误
185,用户ID,13102661068540645,13102661068540645_wrong,写错内容
186,IMSI,460061000000186,,漏写
186,域名,mail6.example.cn,localhost,域名不完整
186,数据来源,802,8022,重复录入
186,源IP,10.186.52.169,10.186.52.16,少写字符
186,用户ID,13102661043007816,1310266104300781,少写字符
186,用户名,user_000187,,漏写
186,邮件中发件人信息,webmaster@icbc.com.cn,,漏写
186,邮件中收件人信息,18133320@qq.com,18133320 at qq.com,邮箱格式错误
187,IMEI,860000000001882,,漏写
187,上网认证帐号,auth_500187@access.example.cn,,漏写
187,上网认证类型,9999,99999,重复录入
187,关联纬度,29.418700,29.4187,精度缺失
187,关联经度,106.418700,,漏写
187,基站编号,BS500000000188,,漏写
187,截获时间,1773552600,00000000,长度错误
187,用户名,user_000188,user 000188,分隔符误写
187,邮件中发件人信息,return-to@job51.jobvipmail.com,,漏写
187,邮件中收件人信息,3578187@qq.com,3578187 at qq.com,邮箱格式错误
188,IMEI,860000000001890,0000000000000,长度错误
188,IMSI,460081000000188,,漏写
188,上网认证类型,9999,99999,重复录入
188,基站类型,4,,漏写
188,截获时间,1773547376,,漏写
188,数据来源,111,,漏写
188,源IPv6,2408:8262:1e4b:42f0:9ac9:df3:ff9b:3e0a,2409:::bad-ipv6,值域错误
189,IMEI,860000000001908,86000000000190,少写数字
189,上网认证帐号,auth_500189@access.example.cn,auth_500189@access.example.cn_wrong,写错内容
189,上网认证类型,9999,99999,重复录入
189,关联纬度,29.418900,29.4189,精度缺失
189,基站类型,5,未知,值域错误
189,截获时间,1773568391,00000000,长度错误
189,数据来源,802,,漏写
189,源IPv6,2408:846a:810:4906:941f:15ff:fe7d:862c,2408:::846a:810:4906:941f:15ff:fe7d:862c,格式错误
190,IMSI,460001000000190,46000100000019,少写数字
190,域名,mail10.example.cn,mail10。example.cn,中英文符号混用
190,基站类型,1,1.0,数字格式错误
190,用户ID,13102661239739051,13102661239739051_wrong,写错内容
191,IMEI,860000000001924,,漏写
191,关联纬度,29.419100,999.999999,值域错误
191,截获时间,1773579241,00000000,长度错误
191,源IP,10.191.87.234,10.191.87.23,少写字符
191,源IPv6,240e:430:24b0:c766:8ed:7aff:fee8:bd15,2409:::bad-ipv6,值域错误
191,用户名,user_000192,user_000192_wrong,写错内容
191,邮件中收件人信息,receiver000192@example.cn,receiver000192 at example.cn,邮箱格式错误
192,关联纬度,29.419200,,漏写
192,关联经度,106.419200,,漏写
192,基站编号,BS500000000193,BS500000000193_wrong,写错内容
192,截获时间,1773543764,00000000,长度错误
192,源IPv6,2409:8961:1437:307:e43f:c6ff:fe54:7938,,漏写
192,用户ID,13102661412599021,,漏写
192,用户名,user_000193,user 000193,分隔符误写
192,邮件中收件人信息,387724525@qq.com,387724525 at qq.com,邮箱格式错误
193,IMEI,860000000001940,,漏写
193,上网认证帐号,auth_500193@access.example.cn,auth 500193@access.example.cn,分隔符误写
193,关联纬度,29.419300,999.999999,值域错误
193,关联经度,106.419300,"106,419300",小数点误写
193,截获时间,1773562324,1773562324x,混入字母
194,IMEI,860000000001957,860000000001957x,混入字母
194,IMSI,460041000000194,46004100000019,少写数字
194,上网认证帐号,auth_500194@access.example.cn,auth_500194@access.example.c,少写字符
194,上网认证类型,9999,,漏写
194,数据来源,111,,漏写
194,源IP,10.194.108.23,10.194.108.2,少写字符
194,源IPv6,2408:8362:186c:73c9:be96:fef1:732d:9ea1,,漏写
194,用户ID,13102664658958880,,漏写
194,邮件中收件人信息,3634084384@qq.com,3634084384 at qq.com,邮箱格式错误
195,IMSI,460051000000195,46005100000019,少写数字
195,上网认证类型,9999,99999,重复录入
195,基站类型,1,1.0,数字格式错误
195,基站编号,BS500000000196,BS500000000196_wrong,写错内容
195,截获时间,1773572655,1773572655x,混入字母
195,数据来源,124,,漏写
195,源IPv6,240e:430:2a38:7457:34ff:d6ff:fedc:82ae,240e430:2a38:7457:34ff:d6ff:fedc:82ae,少写分隔符
195,用户名,user_000196,user_00019,少写字符
195,邮件中收件人信息,2670852967@qq.com,2670852967 at qq.com,邮箱格式错误
196,上网认证帐号,auth_500196@access.example.cn,,漏写
196,基站类型,2,未知,值域错误
196,源IP,10.196.122.49,,漏写
196,源IPv6,2409:8961:19d2:7623:0:0:0:1,,漏写
196,用户ID,13102658685491067,13102658685491067 wrong,分隔符误写
196,邮件中发件人信息,student_visa@hku.hk,student_visa at hku.hk,邮箱格式错误
197,IMEI,860000000001981,0000000000000,长度错误
197,上网认证类型,9999,99999,重复录入
197,关联纬度,29.419700,"29,419700",小数点误写
197,关联经度,106.419700,"106,419700",小数点误写
197,域名,mail17.example.cn,mail17example.cn,少写符号
197,截获时间,1773548762,,漏写
197,数据来源,111,1111,重复录入
197,源IP,10.197.129.62,999.999.999.999,值域错误
198,IMSI,460081000000198,46008100000019,少写数字
198,上网认证帐号,auth_500198@access.example.cn,auth_500198@access.example.cn_wrong,写错内容
198,关联纬度,29.419800,999.999999,值域错误
198,域名,mail18.example.cn,mail18。example.cn,中英文符号混用
198,基站类型,4,未知,值域错误
198,源IPv6,2408:8463:1410:2a46:189c:bee6:e370:3990,2409:::bad-ipv6,值域错误
198,用户名,user_000199,,漏写
198,邮件中收件人信息,3131960258@qq.com,unknown@example,域名不完整
199,上网认证帐号,auth_500199@access.example.cn,auth_500199@access.example.c,少写字符
199,关联纬度,29.419900,999.999999,值域错误
199,基站类型,5,5.0,数字格式错误
199,基站编号,BS500000000200,BS500000000200_wrong,写错内容
199,截获时间,1773584610,,漏写
199,数据来源,111,111.0,数字格式错误
200,IMEI,860000000002013,0000000000000,长度错误
200,上网认证帐号,auth_500200@access.example.cn,auth_500200@access.example.cn_wrong,写错内容
200,关联经度,106.420000,999.999999,值域错误
200,域名,mail0.example.cn,,漏写
200,基站类型,1,,漏写
200,源IPv6,2408:8463:3820:198c:189c:d5a5:f685:b318,2409:::bad-ipv6,值域错误
200,邮件中发件人信息,noreply@steampowered.com,,漏写
200,邮件中收件人信息,ldjjtxdy1314520@qq.com,ldjjtxdy1314520 at qq.com,邮箱格式错误
201,IMEI,860000000002021,0000000000000,长度错误
201,域名,mail1.example.cn,mail1example.cn,少写符号
201,截获时间,1773568422,00000000,长度错误
201,数据来源,124,,漏写
201,用户ID,13102664113566055,1310266411356605,少写字符
201,用户名,user_000202,user_000202_wrong,写错内容
202,IMEI,860000000002039,860000000002039x,混入字母
202,上网认证类型,9999,,漏写
202,关联纬度,29.420200,"29,420200",小数点误写
202,基站类型,3,3.0,数字格式错误
202,数据来源,111,1111,重复录入
202,源IP,10.2.164.127,10-2-164-127,格式错误
202,源IPv6,2408:8463:2660:878:3cc5:60ff:fe82:1802,24088463:2660:878:3cc5:60ff:fe82:1802,少写分隔符
202,用户名,user_000203,user_00020,少写字符
203,IMEI,860000000002047,,漏写
203,IMSI,460031000000203,0000000000000,长度错误
203,上网认证类型,9999,99999,重复录入
203,域名,mail3.example.cn,mail3。example.cn,中英文符号混用
203,截获时间,1773589216,00000000,长度错误
203,源IP,10.3.171.140,,漏写
203,邮件中发件人信息,1444157001@qq.com,,漏写
203,邮件中收件人信息,3199556788@qq.com,,漏写
204,IMSI,460041000000204,46004100000020,少写数字
204,域名,mail4.example.cn,localhost,域名不完整
204,基站编号,BS500000000205,BS500000000205 wrong,分隔符误写
204,数据来源,802,802.0,数字格式错误
204,用户ID,13102662005433980,,漏写
204,邮件中发件人信息,sys-mail@sinopec.com,unknown@example,域名不完整
205,IMEI,860000000002062,0000000000000,长度错误
205,上网认证帐号,auth_500205@access.example.cn,auth_500205@access.example.cn_wrong,写错内容
205,域名,mail5.example.cn,,漏写
205,基站编号,BS500000000206,BS50000000020,少写字符
205,截获时间,1773570476,00000000,长度错误
205,源IPv6,2408:8462:4a10:739:fc79:99ff:fefd:4dc2,2409:::bad-ipv6,值域错误
205,用户名,user_000206,user_00020,少写字符
206,IMSI,460061000000206,46006100000020,少写数字
206,上网认证帐号,auth_500206@access.example.cn,,漏写
206,上网认证类型,9999,未知,值域错误
206,关联纬度,29.420600,,漏写
206,关联经度,106.420600,,漏写
206,基站类型,2,,漏写
206,截获时间,1773574013,177357401,少写数字
206,数据来源,124,1244,重复录入
206,源IP,10.6.192.179,10.6.192.17,少写字符
206,用户ID,13102661667887967,13102661667887967 wrong,分隔符误写
206,邮件中发件人信息,service-postmaster@notice.bldbuy.com,,漏写
207,IMEI,860000000002088,,漏写
207,IMSI,460071000000207,46007100000020,少写数字
207,关联经度,106.420700,,漏写
207,基站类型,3,,漏写
207,基站编号,BS500000000208,BS500000000208_wrong,写错内容
207,截获时间,1773574728,00000000,长度错误
207,用户名,user_000208,user_00020,少写字符
207,邮件中发件人信息,noreply@steampowered.com,noreply@steampoweredcom,少写符号
208,IMEI,860000000002096,860000000002096x,混入字母
208,关联纬度,29.420800,999.999999,值域错误
208,关联经度,106.420800,999.999999,值域错误
208,基站类型,4,,漏写
208,基站编号,BS500000000209,BS50000000020,少写字符
208,源IPv6,240e:430:1e02:e68e:dbf:33e7:ddfe:68bf,240e430:1e02:e68e:dbf:33e7:ddfe:68bf,少写分隔符
208,用户ID,uid_100208,uid_10020,少写字符
209,关联经度,106.420900,"106,420900",小数点误写
209,基站编号,BS500000000210,BS500000000210 wrong,分隔符误写
209,截获时间,1773542929,177354292,少写数字
209,数据来源,111,,漏写
209,源IP,10.9.213.218,10.9.213.21,少写字符
209,邮件中收件人信息,461197526@qq.com,unknown@example,域名不完整
210,IMSI,460001000000210,,漏写
210,上网认证帐号,auth_500210@access.example.cn,,漏写
210,关联经度,106.421000,106.4210,精度缺失
210,域名,mail10.example.cn,mail10example.cn,少写符号
210,基站编号,BS500000000211,BS500000000211_wrong,写错内容
210,截获时间,1773544816,1773544816x,混入字母
210,数据来源,111,未知,值域错误
210,源IP,10.10.220.231,999.999.999.999,值域错误
210,邮件中发件人信息,News@InsideApple.Apple.com,News at InsideApple.Apple.com,邮箱格式错误
211,IMEI,860000000002120,86000000000212,少写数字
211,上网认证帐号,auth_500211@access.example.cn,auth 500211@access.example.cn,分隔符误写
211,基站编号,BS500000000212,BS50000000021,少写字符
211,源IPv6,2408:8262:f83:6f05:8de4:17d8:7abd:193a,2408:::8262:f83:6f05:8de4:17d8:7abd:193a,格式错误
211,用户名,user_000212,user 000212,分隔符误写
211,邮件中发件人信息,HemaFinSSC@service.freshhema.com,unknown@example,域名不完整
212,上网认证帐号,auth_500212@access.example.cn,,漏写
212,域名,mail12.example.cn,mail12。example.cn,中英文符号混用
212,基站编号,BS500000000213,,漏写
212,截获时间,1773565696,1773565696x,混入字母
212,数据来源,111,,漏写
212,源IPv6,2408:8463:3230:dd4:189c:f813:a9e8:6ec0,2408:::8463:3230:dd4:189c:f813:a9e8:6ec0,格式错误
212,邮件中发件人信息,noreply@steampowered.com,noreply at steampowered.com,邮箱格式错误
212,邮件中收件人信息,2491928517@qq.com,,漏写
213,IMEI,860000000002146,860000000002146x,混入字母
213,上网认证类型,9999,99999,重复录入
213,关联纬度,29.421300,29.4213,精度缺失
213,关联经度,106.421300,,漏写
213,基站类型,4,,漏写
213,截获时间,1773583808,,漏写
213,数据来源,111,未知,值域错误
213,源IP,10.13.241.20,,漏写
213,邮件中发件人信息,help@acct.epicgames.com,help@acctepicgames.com,少写符号
214,IMEI,860000000002153,0000000000000,长度错误
214,域名,mail14.example.cn,,漏写
214,基站编号,BS500000000215,BS500000000215 wrong,分隔符误写
214,截获时间,1773521262,,漏写
214,源IPv6,2408:8962:10:f877:ddc5:366c:174b:d14c,2409:::bad-ipv6,值域错误
214,用户ID,uid_100214,,漏写
214,用户名,user_000215,user_00021,少写字符
215,IMSI,460051000000215,0000000000000,长度错误
215,上网认证帐号,auth_500215@access.example.cn,auth_500215@access.example.cn_wrong,写错内容
215,关联经度,106.421500,,漏写
215,基站类型,1,,漏写
215,数据来源,802,未知,值域错误
215,源IPv6,240e:430:48ba:84d6:2888:bcff:fefa:5dcf,240e:::430:48ba:84d6:2888:bcff:fefa:5dcf,格式错误
215,用户ID,13102661996138543,13102661996138543 wrong,分隔符误写
215,用户名,user_000216,user 000216,分隔符误写
215,邮件中发件人信息,career@newsletter.51job.com,career@newsletter51job.com,少写符号
216,域名,mail16.example.cn,mail16。example.cn,中英文符号混用
216,基站类型,2,2.0,数字格式错误
216,基站编号,BS500000000217,BS500000000217 wrong,分隔符误写
216,源IP,10.16.12.59,10-16-12-59,格式错误
217,IMSI,460071000000217,0000000000000,长度错误
217,关联纬度,29.421700,29.4217,精度缺失
217,关联经度,106.421700,999.999999,值域错误
217,基站编号,BS500000000218,BS50000000021,少写字符
217,数据来源,802,,漏写
217,源IPv6,2408:8463:1e10:8cd:9835:6d74:3008:60e5,2409:::bad-ipv6,值域错误
217,邮件中发件人信息,ccsvc@message.cmbchina.com,ccsvc@messagecmbchina.com,少写符号
217,邮件中收件人信息,285368924@qq.com,,漏写
218,上网认证帐号,auth_500218@access.example.cn,auth 500218@access.example.cn,分隔符误写
218,关联纬度,29.421800,999.999999,值域错误
218,关联经度,106.421800,,漏写
218,域名,mail18.example.cn,mail18。example.cn,中英文符号混用
218,基站类型,4,4.0,数字格式错误
218,基站编号,BS500000000219,BS50000000021,少写字符
218,截获时间,1773564491,177356449,少写数字
218,数据来源,111,,漏写
218,源IP,10.18.26.85,999.999.999.999,值域错误
218,源IPv6,2408:8262:186c:51a6:a774:65aa:3a20:eb68,2408:::8262:186c:51a6:a774:65aa:3a20:eb68,格式错误
218,用户ID,13102661203022238,1310266120302223,少写字符
219,关联纬度,29.421900,,漏写
219,数据来源,111,1111,重复录入
219,源IP,10.19.33.98,10.19.33.9,少写字符
219,用户名,user_000220,user 000220,分隔符误写
219,邮件中发件人信息,1239345818@qq.com,1239345818 at qq.com,邮箱格式错误
219,邮件中收件人信息,1239345818@qq.com,,漏写
220,域名,mail0.example.cn,localhost,域名不完整
220,数据来源,111,未知,值域错误
221,IMEI,860000000002229,86000000000222,少写数字
221,上网认证类型,9999,99999,重复录入
221,关联经度,106.422100,,漏写
221,基站类型,2,22,重复录入
221,基站编号,BS500000000222,BS500000000222_wrong,写错内容
221,源IP,10.21.47.124,10.21.47.12,少写字符
222,IMEI,860000000002237,860000000002237x,混入字母
222,源IPv6,2408:8362:125c:4c56:e606:ab85:4437:766,,漏写
222,邮件中收件人信息,1499055496@qq.com,unknown@example,域名不完整
223,上网认证帐号,auth_500223@access.example.cn,auth_500223@access.example.c,少写字符
223,基站编号,BS500000000224,BS50000000022,少写字符
223,邮件中收件人信息,hyvisionstar@hyvisionstar.com,unknown@example,域名不完整
224,IMEI,860000000002252,0000000000000,长度错误
224,IMSI,460041000000224,460041000000224x,混入字母
224,关联纬度,29.422400,,漏写
224,关联经度,106.422400,999.999999,值域错误
224,域名,logininterface.mail.10086.cn,localhost,域名不完整
224,截获时间,1773554226,177355422,少写数字
224,源IP,10.24.68.163,999.999.999.999,值域错误
224,源IPv6,2409:8961:df9d:8293:d1bb:4301:4b6f:a203,,漏写
224,用户ID,uid_100224,,漏写
225,IMEI,860000000002260,860000000002260x,混入字母
225,上网认证帐号,auth_500225@access.example.cn,,漏写
225,基站类型,1,,漏写
225,用户ID,13102662118294049,,漏写
226,IMEI,860000000002278,,漏写
226,IMSI,460061000000226,46006100000022,少写数字
226,截获时间,1773565206,00000000,长度错误
226,数据来源,111,1111,重复录入
226,用户ID,13102663941608973,,漏写
226,邮件中发件人信息,auth-verifycode@mail.agconnect.link,auth-verifycode at mail.agconnect.link,邮箱格式错误
227,IMEI,860000000002286,,漏写
227,上网认证类型,9999,,漏写
227,关联纬度,29.422700,"29,422700",小数点误写
227,基站类型,3,33,重复录入
227,截获时间,1773574813,177357481,少写数字
227,数据来源,124,未知,值域错误
227,源IP,10.27.89.202,,漏写
227,用户名,user_000228,user 000228,分隔符误写
228,IMSI,460081000000228,,漏写
228,域名,mail8.example.cn,localhost,域名不完整
228,用户ID,13102663566709992,,漏写
228,用户名,user_000229,,漏写
229,IMEI,860000000002302,0000000000000,长度错误
229,关联纬度,29.422900,"29,422900",小数点误写
229,关联经度,106.422900,999.999999,值域错误
229,域名,mail9.example.cn,,漏写
229,基站编号,BS500000000230,,漏写
229,源IP,10.29.103.228,999.999.999.999,值域错误
229,用户ID,13102661608395259,,漏写
229,用户名,user_000230,user_000230_wrong,写错内容
229,邮件中发件人信息,News@InsideApple.Apple.com,News at InsideApple.Apple.com,邮箱格式错误
229,邮件中收件人信息,583520763@qq.com,unknown@example,域名不完整
230,IMEI,860000000002310,,漏写
230,关联纬度,29.423000,999.999999,值域错误
230,关联经度,106.423000,,漏写
230,基站编号,BS500000000231,BS500000000231_wrong,写错内容
230,源IPv6,2408:8463:af60:14c8:f0e6:31e:a819:48de,2409:::bad-ipv6,值域错误
230,用户ID,13102661518720674,13102661518720674_wrong,写错内容
231,IMSI,460011000000231,,漏写
231,上网认证帐号,auth_500231@access.example.cn,,漏写
231,域名,mail11.example.cn,localhost,域名不完整
231,基站类型,2,,漏写
231,截获时间,1773567786,00000000,长度错误
231,数据来源,802,,漏写
231,源IP,10.31.117.4,999.999.999.999,值域错误
231,源IPv6,2409:8961:1437:4d2c:f037:8940:a836:53a6,24098961:1437:4d2c:f037:8940:a836:53a6,少写分隔符
231,用户名,user_000232,user_000232_wrong,写错内容
231,邮件中发件人信息,ccsvc@message.cmbchina.com,ccsvc@messagecmbchina.com,少写符号
232,IMEI,860000000002336,,漏写
232,IMSI,460021000000232,460021000000232x,混入字母
232,关联纬度,29.423200,999.999999,值域错误
232,基站编号,BS500000000233,BS500000000233 wrong,分隔符误写
232,源IP,10.32.124.17,999.999.999.999,值域错误
232,源IPv6,2409:8961:2b1a:308a:8c92:2cff:fe74:d52f,24098961:2b1a:308a:8c92:2cff:fe74:d52f,少写分隔符
232,用户ID,13102661016047154,,漏写
232,邮件中收件人信息,kk_102788@qq.com,kk_102788@qqcom,少写符号
233,IMEI,860000000002344,860000000002344x,混入字母
233,上网认证类型,9999,9999.0,数字格式错误
233,关联经度,106.423300,999.999999,值域错误
233,源IPv6,2408:8463:1e00:cfb:ec09:43ff:fe5a:63e2,24088463:1e00:cfb:ec09:43ff:fe5a:63e2,少写分隔符
233,用户名,user_000234,,漏写
234,IMEI,860000000002351,,漏写
234,IMSI,460041000000234,46004100000023,少写数字
234,上网认证帐号,auth_500234@access.example.cn,auth_500234@access.example.cn_wrong,写错内容
234,关联经度,106.423400,106.4234,精度缺失
234,基站类型,5,未知,值域错误
234,截获时间,1773587867,177358786,少写数字
234,数据来源,111,111.0,数字格式错误
234,源IP,10.34.138.43,10-34-138-43,格式错误
234,源IPv6,2408:8362:2a8f:5b7f:88be:5c40:5708:4163,24088362:2a8f:5b7f:88be:5c40:5708:4163,少写分隔符
234,用户ID,13102662484260789,13102662484260789 wrong,分隔符误写
234,邮件中发件人信息,sony_crm@postermaster.sony.com.cn,sony_crm at postermaster.sony.com.cn,邮箱格式错误
235,关联纬度,29.423500,29.4235,精度缺失
235,关联经度,106.423500,"106,423500",小数点误写
235,域名,mail15.example.cn,mail15。example.cn,中英文符号混用
235,基站编号,BS500000000236,BS50000000023,少写字符
235,截获时间,1773531112,,漏写
235,源IPv6,240e:430:1e80:644:10cb:f4ff:fe0e:7535,,漏写
235,用户名,user_000236,user 000236,分隔符误写
236,上网认证帐号,auth_500236@access.example.cn,auth_500236@access.example.cn_wrong,写错内容
236,上网认证类型,9999,未知,值域错误
236,域名,mail16.example.cn,mail16example.cn,少写符号
236,基站类型,2,,漏写
236,基站编号,BS500000000237,BS500000000237 wrong,分隔符误写
236,源IPv6,2408:8463:2c60:1925:82d:ceff:fe85:f426,2408:::8463:2c60:1925:82d:ceff:fe85:f426,格式错误
236,用户ID,uid_100236,uid_100236_wrong,写错内容
237,IMEI,867270061126927,867270061126927x,混入字母
237,上网认证帐号,auth_500237@access.example.cn,auth_500237@access.example.cn_wrong,写错内容
237,截获时间,1773538124,1773538124x,混入字母
237,邮件中发件人信息,service@ebpay.info,service@ebpayinfo,少写符号
237,邮件中收件人信息,769259039@qq.com,769259039 at qq.com,邮箱格式错误
238,IMSI,460081000000238,46008100000023,少写数字
238,关联纬度,29.423800,999.999999,值域错误
238,关联经度,106.423800,"106,423800",小数点误写
238,源IP,10.38.166.95,999.999.999.999,值域错误
238,用户ID,13102662523556880,13102662523556880 wrong,分隔符误写
238,邮件中收件人信息,1498682384@qq.com,1498682384@qqcom,少写符号
239,IMEI,860000000002401,,漏写
239,IMSI,460091000000239,46009100000023,少写数字
239,关联经度,106.423900,999.999999,值域错误
239,域名,mail19.example.cn,mail19example.cn,少写符号
239,基站编号,BS500000000240,BS50000000024,少写字符
239,截获时间,1773540102,,漏写
239,用户ID,13102664319659328,1310266431965932,少写字符
239,用户名,user_000240,user_000240_wrong,写错内容
239,邮件中收件人信息,sean050613@foxmail.com,sean050613@foxmailcom,少写符号
240,IMSI,460001000000240,460001000000240x,混入字母
240,关联纬度,29.424000,999.999999,值域错误
240,域名,mail0.example.cn,mail0。example.cn,中英文符号混用
240,基站类型,1,11,重复录入
240,基站编号,BS500000000241,BS500000000241_wrong,写错内容
240,源IP,10.40.180.121,10.40.180.12,少写字符
240,源IPv6,2408:8463:1200:1a41:189c:eaf8:782:29aa,2408:::8463:1200:1a41:189c:eaf8:782:29aa,格式错误
240,用户名,user_000241,user_00024,少写字符
240,邮件中发件人信息,sams@mail-sams.walmartmobile.cn,sams at mail-sams.walmartmobile.cn,邮箱格式错误
241,IMEI,860000000002427,86000000000242,少写数字
241,IMSI,460011000000241,,漏写
241,基站类型,2,,漏写
241,基站编号,BS500000000242,BS500000000242 wrong,分隔符误写
241,截获时间,1773533062,00000000,长度错误
241,数据来源,111,1111,重复录入
241,源IPv6,2408:8463:d30:1594:6822:43ff:fee3:b425,24088463:d30:1594:6822:43ff:fee3:b425,少写分隔符
241,用户ID,13102662134410443,1310266213441044,少写字符
241,用户名,user_000242,,漏写
242,上网认证帐号,auth_500242@access.example.cn,auth_500242@access.example.c,少写字符
242,上网认证类型,9999,未知,值域错误
242,源IP,10.42.194.147,,漏写
242,源IPv6,2408:8462:9600:1745:88a5:c0ff:fe3b:f14e,2409:::bad-ipv6,值域错误
242,邮件中收件人信息,3666809018@qq.com,,漏写
243,IMEI,860000000002443,,漏写
243,IMSI,460031000000243,,漏写
243,上网认证类型,9999,未知,值域错误
243,关联纬度,29.424300,"29,424300",小数点误写
243,用户ID,13102664911026582,,漏写
243,邮件中发件人信息,noreply@pubgmobile.com,,漏写
243,邮件中收件人信息,3886152086@qq.com,,漏写
244,域名,mail4.example.cn,mail4example.cn,少写符号
244,基站编号,BS500000000245,BS500000000245_wrong,写错内容
244,数据来源,802,,漏写
244,源IP,10.44.208.173,10.44.208.17,少写字符
244,用户名,user_000245,user_00024,少写字符
245,上网认证帐号,auth_500245@access.example.cn,auth_500245@access.example.c,少写字符
245,上网认证类型,9999,,漏写
245,关联纬度,29.424500,,漏写
245,数据来源,802,未知,值域错误
245,邮件中收件人信息,1293692809@qq.com,,漏写
246,IMSI,460061000000246,460061000000246x,混入字母
246,域名,mail6.example.cn,localhost,域名不完整
246,基站类型,2,22,重复录入
246,基站编号,BS500000000247,BS500000000247 wrong,分隔符误写
246,源IPv6,2408:8362:125c:5f94:f209:7104:1b96:1037,2408:::8362:125c:5f94:f209:7104:1b96:1037,格式错误
246,用户名,user_000247,user_000247_wrong,写错内容
246,邮件中发件人信息,hwclouds@mail01.huawei.com,,漏写
247,IMEI,860000000002484,86000000000248,少写数字
247,上网认证帐号,auth_500247@access.example.cn,auth_500247@access.example.cn_wrong,写错内容
247,域名,mail7.example.cn,mail7。example.cn,中英文符号混用
247,基站编号,BS500000000248,BS500000000248 wrong,分隔符误写
247,数据来源,802,802.0,数字格式错误
247,源IPv6,2408:8463:5660:fc8:ec6d:36ff:fec7:6c51,2408:::8463:5660:fc8:ec6d:36ff:fec7:6c51,格式错误
247,用户ID,13102664614879347,,漏写
247,邮件中发件人信息,account-security-noreply@accountprotection.microsoft.com,account-security-noreply at accountprotection.microsoft.com,邮箱格式错误
248,IMEI,860000000002492,0000000000000,长度错误
248,基站编号,BS500000000249,BS500000000249_wrong,写错内容
248,截获时间,1773556038,,漏写
248,用户名,user_000249,user 000249,分隔符误写
248,邮件中发件人信息,noreply@fantia.jp,,漏写
